city,sector,sqft,bhk,floor,total_floors,age_years,amenities_score,dist_metro_km,dist_cyber_city_km,parking_spaces,furnishing,property_type,price_inr
Gurgaon,Manesar,581,1,3,15,7,2.6,4.0,11.6,1,Fully Furnished,Apartment,1727000.0
Gurgaon,Golf Course Road,1911,3,10,10,9,8.7,0.5,0.5,2,Semi-Furnished,Apartment,31351000.0
Gurgaon,Sector 29,1773,5,7,20,0,4.4,3.7,13.5,1,Unfurnished,Apartment,16772000.0
Gurgaon,Sector 56-57,1474,5,12,20,14,6.4,1.5,10.3,1,Unfurnished,Villa,7458000.0
Gurgaon,Sohna Road,994,3,6,30,1,4.3,0.8,7.2,0,Unfurnished,Apartment,6818000.0
Gurgaon,DLF Phase 1-3,2146,4,1,5,0,8.1,0.4,3.5,1,Fully Furnished,Apartment,29580000.0
Gurgaon,Sector 56-57,1129,1,4,5,7,2.1,5.1,2.6,1,Unfurnished,Apartment,4415000.0
Gurgaon,DLF Phase 1-3,1963,4,4,15,5,8.9,0.2,0.7,0,Semi-Furnished,Apartment,27233000.0
Gurgaon,New Gurgaon,1012,2,3,40,6,5.4,0.8,11.7,0,Unfurnished,Apartment,5762000.0
Gurgaon,Golf Course Road,2170,4,3,5,0,7.0,0.2,4.7,2,Semi-Furnished,Apartment,34129000.0
Gurgaon,DLF Phase 1-3,1660,4,1,20,1,9.3,1.1,4.5,2,Semi-Furnished,Apartment,21679000.0
Gurgaon,Sector 56-57,1175,3,4,20,4,3.9,1.7,5.3,0,Fully Furnished,Apartment,7248000.0
Gurgaon,Sohna Road,1566,2,15,15,0,4.4,1.5,5.9,1,Unfurnished,Apartment,12280000.0
Gurgaon,Sohna Road,1355,2,1,25,2,4.3,0.6,7.1,1,Fully Furnished,Apartment,11250000.0
Gurgaon,New Gurgaon,1302,1,15,40,2,7.4,2.7,8.8,3,Fully Furnished,Apartment,9354000.0
Gurgaon,Sector 56-57,1103,3,36,40,11,1.5,3.0,6.6,0,Unfurnished,Apartment,5234000.0
Gurgaon,DLF Phase 1-3,2142,5,5,25,5,7.2,0.5,0.5,1,Semi-Furnished,Apartment,27575000.0
Gurgaon,Sector 56-57,904,1,26,30,3,1.9,7.1,2.1,2,Unfurnished,Apartment,4169000.0
Gurgaon,Sohna Road,1137,2,5,5,8,6.2,12.5,8.6,3,Fully Furnished,Apartment,6445000.0
Gurgaon,New Gurgaon,1225,2,7,15,16,7.0,2.7,10.3,0,Fully Furnished,Apartment,5556000.0
Gurgaon,DLF Phase 1-3,1717,2,2,5,6,7.1,0.9,0.5,1,Unfurnished,Builder Floor,23769000.0
Gurgaon,Sector 29,1699,4,6,20,0,5.8,1.8,7.3,3,Fully Furnished,Apartment,20061000.0
Gurgaon,Manesar,994,2,5,25,6,4.1,0.6,13.4,1,Semi-Furnished,Builder Floor,4688000.0
Gurgaon,Palam Vihar,1042,4,3,25,2,7.0,4.3,16.1,1,Unfurnished,Apartment,4571000.0
Gurgaon,New Gurgaon,1217,4,9,10,4,7.4,7.8,5.2,1,Semi-Furnished,Apartment,8385000.0
Gurgaon,DLF Phase 1-3,1337,4,10,15,5,8.2,2.1,0.5,2,Fully Furnished,Apartment,19821000.0
Gurgaon,Manesar,932,2,5,10,3,5.1,1.0,18.2,0,Fully Furnished,Apartment,4377000.0
Gurgaon,Sohna Road,1332,3,0,15,2,5.3,0.6,10.7,0,Unfurnished,Apartment,10222000.0
Gurgaon,DLF Phase 1-3,1917,4,7,15,14,9.5,0.8,9.5,1,Semi-Furnished,Apartment,23069000.0
Gurgaon,DLF Phase 1-3,1339,3,10,20,3,8.7,1.7,2.6,1,Unfurnished,Apartment,17014000.0
Gurgaon,Sector 56-57,1310,3,25,25,1,4.9,10.6,4.7,1,Unfurnished,Apartment,6183000.0
Gurgaon,Sector 29,1438,3,10,10,20,6.8,2.6,8.6,2,Unfurnished,Apartment,8793000.0
Gurgaon,Sector 29,1967,4,8,10,1,8.0,2.9,9.9,2,Unfurnished,Apartment,19082000.0
Gurgaon,Manesar,919,1,4,5,6,4.1,1.9,10.3,0,Semi-Furnished,Apartment,3421000.0
Gurgaon,Manesar,983,1,0,15,5,8.5,3.7,14.1,2,Unfurnished,Apartment,3227000.0
Gurgaon,Palam Vihar,905,1,8,25,4,3.7,0.5,7.0,0,Semi-Furnished,Villa,7661000.0
Gurgaon,Sector 56-57,604,1,1,15,10,2.9,4.9,7.2,0,Semi-Furnished,Builder Floor,3023000.0
Gurgaon,Sector 29,1319,3,3,5,10,7.5,0.2,14.4,0,Unfurnished,Apartment,11742000.0
Gurgaon,Palam Vihar,1064,2,13,30,21,2.8,0.7,6.1,1,Fully Furnished,Apartment,4692000.0
Gurgaon,Palam Vihar,752,1,28,30,7,5.2,2.7,15.6,2,Unfurnished,Apartment,2998000.0
Gurgaon,Sohna Road,1199,3,33,40,8,5.3,1.0,6.7,1,Semi-Furnished,Apartment,9682000.0
Gurgaon,Palam Vihar,1348,2,24,25,0,3.3,2.9,11.2,0,Unfurnished,Builder Floor,6803000.0
Gurgaon,Palam Vihar,1222,1,5,40,3,7.2,3.3,14.0,1,Fully Furnished,Apartment,4410000.0
Gurgaon,Sector 29,1699,4,6,25,3,4.1,0.5,6.6,1,Unfurnished,Apartment,17299000.0
Gurgaon,New Gurgaon,1795,3,1,5,0,5.7,5.6,19.6,3,Unfurnished,Apartment,8951000.0
Gurgaon,Sector 29,1394,2,6,20,5,5.9,1.1,9.2,0,Unfurnished,Apartment,14574000.0
Gurgaon,New Gurgaon,1022,1,4,15,5,8.0,0.5,6.3,0,Unfurnished,Apartment,6432000.0
Gurgaon,Palam Vihar,1277,4,12,30,1,5.0,1.4,13.3,0,Semi-Furnished,Builder Floor,6339000.0
Gurgaon,Golf Course Road,1513,4,1,20,5,9.0,2.0,0.5,3,Unfurnished,Builder Floor,24078000.0
Gurgaon,Golf Course Road,1990,4,4,5,4,8.6,0.2,2.9,1,Semi-Furnished,Builder Floor,31429000.0
Gurgaon,Palam Vihar,1153,2,5,40,8,5.9,3.7,1.8,1,Semi-Furnished,Apartment,6443000.0
Gurgaon,Palam Vihar,1198,2,5,10,4,5.0,0.8,11.7,1,Semi-Furnished,Builder Floor,6295000.0
Gurgaon,Golf Course Road,1558,4,37,40,2,10.0,1.3,2.0,0,Semi-Furnished,Apartment,24414000.0
Gurgaon,Golf Course Road,2300,5,24,25,1,7.4,1.3,0.5,0,Unfurnished,Apartment,34175000.0
Gurgaon,Sohna Road,1453,3,24,40,5,8.1,4.2,17.3,3,Fully Furnished,Apartment,10121000.0
Gurgaon,Sector 56-57,1079,1,5,10,3,5.1,3.5,14.6,1,Unfurnished,Apartment,6046000.0
Gurgaon,Sector 56-57,1056,2,17,40,2,4.5,0.9,8.9,1,Semi-Furnished,Apartment,7358000.0
Gurgaon,Manesar,1069,3,24,30,7,3.1,7.2,18.5,2,Unfurnished,Apartment,3180000.0
Gurgaon,New Gurgaon,1383,2,33,40,3,4.0,4.9,13.6,1,Fully Furnished,Apartment,8614000.0
Gurgaon,Sector 56-57,1277,3,3,15,2,4.2,1.2,9.8,0,Semi-Furnished,Apartment,6577000.0
Gurgaon,Sector 56-57,1216,2,0,25,5,3.7,14.8,11.9,2,Fully Furnished,Apartment,3585000.0
Gurgaon,Sector 29,1377,3,1,5,0,7.0,5.9,16.0,1,Semi-Furnished,Apartment,9193000.0
Gurgaon,Manesar,903,3,1,15,5,4.6,2.3,8.1,1,Semi-Furnished,Builder Floor,3946000.0
Gurgaon,Sector 56-57,971,2,9,10,1,1.6,4.0,15.3,3,Unfurnished,Villa,6558000.0
Gurgaon,Sohna Road,1774,4,8,10,3,6.6,13.2,12.6,2,Unfurnished,Villa,11492000.0
Gurgaon,DLF Phase 1-3,1552,5,18,20,18,10.0,0.2,6.2,2,Semi-Furnished,Apartment,19521000.0
Gurgaon,Sector 29,1307,2,30,30,0,6.6,0.7,9.3,3,Semi-Furnished,Apartment,16084000.0
Gurgaon,Sector 56-57,1234,4,7,15,2,3.0,1.4,11.1,0,Unfurnished,Apartment,5577000.0
Gurgaon,Sector 56-57,1039,2,16,20,1,3.9,2.7,1.2,0,Semi-Furnished,Builder Floor,8631000.0
Gurgaon,Sohna Road,1393,2,15,15,1,8.1,4.5,9.1,0,Unfurnished,Apartment,9316000.0
Gurgaon,Sector 56-57,1216,2,22,25,5,1.0,0.5,3.8,0,Semi-Furnished,Builder Floor,8070000.0
Gurgaon,DLF Phase 1-3,1373,2,3,5,1,9.8,0.7,0.6,3,Semi-Furnished,Apartment,20017000.0
Gurgaon,Sector 56-57,1383,3,13,15,10,6.3,6.6,18.1,1,Unfurnished,Apartment,5003000.0
Gurgaon,Sohna Road,1253,3,13,20,0,3.1,1.8,10.5,0,Semi-Furnished,Apartment,8750000.0
Gurgaon,DLF Phase 1-3,2000,4,4,40,7,8.5,0.2,0.5,2,Semi-Furnished,Apartment,29504000.0
Gurgaon,New Gurgaon,1451,3,2,20,8,4.6,2.4,11.5,2,Semi-Furnished,Apartment,7292000.0
Gurgaon,Sector 56-57,665,3,7,25,9,3.1,2.9,10.4,0,Unfurnished,Apartment,2201000.0
Gurgaon,Palam Vihar,1082,2,30,30,12,5.2,3.2,13.7,2,Unfurnished,Apartment,3188000.0
Gurgaon,Sector 56-57,1094,3,23,25,3,4.9,1.1,11.2,2,Unfurnished,Builder Floor,7556000.0
Gurgaon,New Gurgaon,982,2,0,20,3,6.0,1.3,11.0,2,Fully Furnished,Apartment,7231000.0
Gurgaon,Sohna Road,1237,3,7,30,2,7.2,1.1,6.9,1,Fully Furnished,Villa,14539000.0
Gurgaon,Sohna Road,1425,3,13,30,4,5.0,1.1,14.1,1,Unfurnished,Villa,13451000.0
Gurgaon,Palam Vihar,725,2,0,40,2,5.2,0.2,18.6,0,Unfurnished,Apartment,2759000.0
Gurgaon,Sector 56-57,1057,4,7,40,4,1.9,3.3,4.8,1,Semi-Furnished,Apartment,5136000.0
Gurgaon,Sohna Road,1143,2,1,5,9,5.1,3.2,15.4,0,Semi-Furnished,Apartment,6437000.0
Gurgaon,Manesar,986,1,2,10,4,4.7,15.1,7.1,0,Unfurnished,Apartment,2933000.0
Gurgaon,Sohna Road,1565,5,3,10,3,6.3,1.0,15.0,3,Unfurnished,Builder Floor,13599000.0
Gurgaon,New Gurgaon,1455,3,9,15,0,5.8,0.7,13.3,0,Fully Furnished,Builder Floor,12361000.0
Gurgaon,New Gurgaon,804,2,16,20,32,4.1,0.2,4.9,0,Unfurnished,Apartment,2859000.0
Gurgaon,New Gurgaon,1165,2,10,20,7,4.3,3.7,11.9,0,Semi-Furnished,Builder Floor,6762000.0
Gurgaon,DLF Phase 1-3,1023,4,7,15,7,8.8,1.0,8.8,1,Semi-Furnished,Builder Floor,14413000.0
Gurgaon,Sohna Road,1329,2,5,10,2,5.9,0.9,15.6,3,Unfurnished,Villa,15794000.0
Gurgaon,Palam Vihar,1060,2,10,30,12,3.8,1.3,17.5,0,Fully Furnished,Apartment,3515000.0
Gurgaon,Sohna Road,1425,3,1,5,1,5.8,0.3,9.4,0,Semi-Furnished,Apartment,11342000.0
Gurgaon,Palam Vihar,719,2,9,10,11,3.8,9.0,11.3,0,Semi-Furnished,Villa,4154000.0
Gurgaon,DLF Phase 1-3,2190,5,5,15,5,5.2,2.3,0.5,1,Fully Furnished,Villa,32694000.0
Gurgaon,Golf Course Road,2288,5,15,15,11,9.7,0.3,3.4,0,Unfurnished,Apartment,36937000.0
Gurgaon,Sector 29,1230,3,3,5,13,7.3,12.8,11.8,2,Fully Furnished,Apartment,5930000.0
Gurgaon,Sector 56-57,1075,3,31,40,2,6.8,5.7,18.6,2,Fully Furnished,Apartment,3601000.0
Gurgaon,DLF Phase 1-3,1768,4,7,10,4,7.4,1.6,0.5,0,Unfurnished,Builder Floor,24341000.0
Gurgaon,Sector 29,1182,2,30,40,8,5.5,0.5,11.1,0,Unfurnished,Apartment,11121000.0
Gurgaon,Golf Course Road,1445,3,1,5,5,6.0,0.2,0.5,0,Semi-Furnished,Builder Floor,21972000.0
Gurgaon,New Gurgaon,1008,1,24,40,0,6.7,0.5,1.0,2,Fully Furnished,Apartment,7742000.0
Gurgaon,Sohna Road,1571,4,11,20,1,7.5,5.4,10.2,2,Fully Furnished,Apartment,12479000.0
Gurgaon,Sector 56-57,1395,3,4,20,1,4.2,5.2,13.3,1,Fully Furnished,Builder Floor,9103000.0
Gurgaon,Golf Course Road,2021,5,7,10,37,9.1,0.2,1.9,0,Semi-Furnished,Apartment,26671000.0
Gurgaon,Golf Course Road,2315,5,13,15,5,6.9,1.3,3.6,3,Unfurnished,Builder Floor,34885000.0
Gurgaon,Sector 29,1520,3,10,20,3,5.6,9.5,5.1,0,Semi-Furnished,Apartment,11591000.0
Gurgaon,Sector 56-57,1160,2,3,5,4,4.7,1.0,12.3,0,Semi-Furnished,Apartment,5044000.0
Gurgaon,New Gurgaon,1019,3,1,25,8,7.8,5.6,8.8,1,Fully Furnished,Villa,6935000.0
Gurgaon,Sector 56-57,1120,2,5,20,13,5.6,6.4,8.7,2,Semi-Furnished,Apartment,3297000.0
Gurgaon,New Gurgaon,1447,3,18,40,1,5.9,2.2,8.5,1,Fully Furnished,Builder Floor,13069000.0
Gurgaon,Sector 56-57,1306,2,10,10,6,6.0,4.1,13.7,1,Fully Furnished,Apartment,6811000.0
Gurgaon,Sohna Road,1393,3,10,40,8,5.4,1.2,7.0,1,Unfurnished,Apartment,9370000.0
Gurgaon,Sector 56-57,1023,3,6,10,8,4.5,0.2,7.9,1,Semi-Furnished,Apartment,5744000.0
Gurgaon,New Gurgaon,983,2,10,20,22,8.2,0.5,3.9,0,Fully Furnished,Apartment,6335000.0
Gurgaon,Sector 29,1519,3,7,30,0,6.9,3.2,12.6,1,Semi-Furnished,Apartment,13977000.0
Gurgaon,DLF Phase 1-3,2147,5,9,15,1,7.0,0.2,3.0,2,Fully Furnished,Villa,38567000.0
Gurgaon,Sector 56-57,1422,3,25,25,5,3.2,1.3,11.0,1,Unfurnished,Apartment,6977000.0
Gurgaon,Sohna Road,1605,4,2,15,1,4.7,1.6,6.8,3,Fully Furnished,Apartment,12975000.0
Gurgaon,Golf Course Road,1788,4,18,40,3,6.0,0.2,0.5,0,Semi-Furnished,Apartment,27517000.0
Gurgaon,Sector 56-57,1103,3,5,5,2,6.5,4.2,12.0,0,Semi-Furnished,Builder Floor,6212000.0
Gurgaon,New Gurgaon,1268,3,7,10,15,3.3,9.3,12.3,1,Fully Furnished,Apartment,3683000.0
Gurgaon,Sector 56-57,1240,3,21,25,0,5.7,0.6,10.6,0,Unfurnished,Apartment,6580000.0
Gurgaon,Sohna Road,1661,4,8,15,1,5.7,8.2,4.9,3,Semi-Furnished,Builder Floor,11788000.0
Gurgaon,New Gurgaon,1032,2,33,40,4,6.6,11.0,7.4,1,Unfurnished,Builder Floor,7382000.0
Gurgaon,Sector 29,1157,2,10,10,2,5.2,2.9,5.5,0,Fully Furnished,Apartment,11770000.0
Gurgaon,Palam Vihar,1021,2,32,40,8,6.3,4.6,9.9,0,Unfurnished,Apartment,4169000.0
Gurgaon,Golf Course Road,2290,5,5,10,1,6.8,1.5,1.0,0,Semi-Furnished,Apartment,33590000.0
Gurgaon,New Gurgaon,1277,3,6,15,7,4.2,3.8,12.9,0,Fully Furnished,Apartment,7806000.0
Gurgaon,Sector 29,1477,3,0,5,0,6.0,1.6,12.2,2,Semi-Furnished,Apartment,13853000.0
Gurgaon,Golf Course Road,1740,5,8,10,0,9.6,2.6,0.5,3,Semi-Furnished,Villa,30236000.0
Gurgaon,Golf Course Road,2302,4,0,5,2,8.8,1.2,5.7,2,Unfurnished,Apartment,33441000.0
Gurgaon,Sohna Road,1379,3,7,20,10,5.7,0.2,8.1,0,Unfurnished,Villa,13781000.0
Gurgaon,New Gurgaon,1360,2,31,40,19,4.6,3.3,10.9,3,Semi-Furnished,Apartment,6400000.0
Gurgaon,Palam Vihar,1064,3,9,25,2,2.4,2.2,19.1,0,Semi-Furnished,Apartment,3329000.0
Gurgaon,Manesar,1026,2,13,20,4,5.8,1.2,15.9,1,Unfurnished,Apartment,3177000.0
Gurgaon,Palam Vihar,1379,3,17,25,2,2.8,5.4,8.5,2,Unfurnished,Apartment,5351000.0
Gurgaon,Golf Course Road,2494,5,7,10,4,8.5,0.6,0.6,1,Fully Furnished,Apartment,36560000.0
Gurgaon,Sohna Road,1500,4,0,20,1,10.0,3.5,13.8,0,Semi-Furnished,Villa,13208000.0
Gurgaon,Palam Vihar,812,1,4,40,7,1.4,6.8,12.3,1,Semi-Furnished,Apartment,2495000.0
Gurgaon,Golf Course Road,1648,4,17,20,1,8.4,0.9,4.8,1,Unfurnished,Apartment,25892000.0
Gurgaon,Golf Course Road,1575,2,4,15,4,8.4,0.3,6.3,1,Semi-Furnished,Apartment,21081000.0
Gurgaon,Manesar,725,2,9,10,10,4.2,0.2,7.0,0,Unfurnished,Apartment,2369000.0
Gurgaon,Sector 56-57,1098,4,9,30,19,3.8,2.7,13.9,1,Semi-Furnished,Apartment,5945000.0
Gurgaon,Manesar,873,2,4,25,2,4.2,6.8,12.2,0,Unfurnished,Apartment,2549000.0
Gurgaon,Sohna Road,1873,4,10,30,13,6.8,3.8,9.7,2,Fully Furnished,Villa,15869000.0
Gurgaon,New Gurgaon,757,2,10,15,6,7.0,0.8,11.8,0,Unfurnished,Apartment,5131000.0
Gurgaon,Golf Course Road,1945,5,24,30,3,10.0,0.2,4.7,1,Unfurnished,Apartment,28715000.0
Gurgaon,Palam Vihar,1251,3,11,15,7,3.5,7.2,4.0,2,Semi-Furnished,Apartment,6287000.0
Gurgaon,Sector 29,1910,5,0,15,3,4.8,1.8,9.8,0,Unfurnished,Villa,23324000.0
Gurgaon,Manesar,767,2,18,20,1,4.7,0.2,18.6,2,Semi-Furnished,Apartment,2901000.0
Gurgaon,Sector 56-57,1273,3,5,30,13,3.6,0.7,15.3,1,Semi-Furnished,Apartment,4594000.0
Gurgaon,Golf Course Road,2429,5,4,15,0,8.8,3.2,0.7,0,Unfurnished,Apartment,38409000.0
Gurgaon,Sector 29,1666,4,21,25,6,8.0,1.0,6.0,1,Unfurnished,Builder Floor,19457000.0
Gurgaon,DLF Phase 1-3,2562,5,9,20,2,5.7,0.2,11.0,0,Semi-Furnished,Apartment,30037000.0
Gurgaon,Sector 29,1593,3,16,25,1,6.1,7.9,10.6,3,Unfurnished,Apartment,16264000.0
Gurgaon,Manesar,849,1,36,40,1,2.3,5.8,11.8,2,Unfurnished,Apartment,3297000.0
Gurgaon,Sector 56-57,1043,1,3,5,3,4.4,5.4,11.5,0,Fully Furnished,Apartment,4751000.0
Gurgaon,Sector 29,1402,3,0,15,0,5.4,0.9,17.5,0,Unfurnished,Apartment,12728000.0
Gurgaon,Sohna Road,1131,2,25,30,3,6.3,1.1,10.0,0,Semi-Furnished,Apartment,7920000.0
Gurgaon,New Gurgaon,1396,3,27,30,18,7.1,3.1,6.1,1,Fully Furnished,Apartment,9560000.0
Gurgaon,Palam Vihar,1387,4,8,10,1,4.5,10.8,13.9,1,Semi-Furnished,Apartment,3891000.0
Gurgaon,DLF Phase 1-3,1252,2,19,30,4,10.0,1.1,4.1,0,Semi-Furnished,Apartment,17148000.0
Gurgaon,Sohna Road,1689,4,20,20,12,7.1,12.4,12.2,1,Fully Furnished,Apartment,7716000.0
Gurgaon,Palam Vihar,939,2,5,5,4,4.5,1.0,6.5,0,Unfurnished,Apartment,5066000.0
Gurgaon,Sector 56-57,1310,3,2,15,8,3.2,5.5,18.9,2,Unfurnished,Villa,5441000.0
Gurgaon,DLF Phase 1-3,1573,3,4,15,1,7.5,1.2,6.9,3,Semi-Furnished,Apartment,20911000.0
Gurgaon,Manesar,1111,3,4,40,0,2.1,2.2,7.9,0,Unfurnished,Builder Floor,5226000.0
Gurgaon,Sector 56-57,924,2,3,30,0,5.0,2.2,8.0,1,Unfurnished,Builder Floor,6562000.0
Gurgaon,Golf Course Road,2483,5,27,30,0,5.8,0.2,0.7,1,Unfurnished,Apartment,41042000.0
Gurgaon,Sohna Road,1386,2,13,15,13,6.1,2.9,12.6,0,Unfurnished,Apartment,6719000.0
Gurgaon,Golf Course Road,1738,4,12,20,6,4.8,0.7,1.6,1,Fully Furnished,Apartment,23767000.0
Gurgaon,Sohna Road,1208,3,22,25,4,7.3,1.8,8.9,0,Fully Furnished,Apartment,10282000.0
Gurgaon,Sohna Road,1438,3,0,15,5,7.7,0.3,5.3,3,Semi-Furnished,Apartment,11318000.0
Gurgaon,Palam Vihar,908,2,20,30,4,4.0,2.5,13.8,1,Unfurnished,Apartment,4471000.0
Gurgaon,Manesar,951,2,21,25,11,4.3,5.1,10.7,3,Fully Furnished,Apartment,2702000.0
Gurgaon,Manesar,854,2,15,40,2,4.6,2.6,4.3,1,Unfurnished,Builder Floor,5072000.0
Gurgaon,Sector 56-57,1251,3,1,5,4,2.1,0.6,8.1,2,Semi-Furnished,Apartment,5192000.0
Gurgaon,Golf Course Road,2271,4,4,40,2,8.8,0.8,5.7,1,Semi-Furnished,Apartment,32084000.0
Gurgaon,DLF Phase 1-3,2495,5,10,20,5,10.0,2.3,4.6,3,Fully Furnished,Apartment,33493000.0
Gurgaon,Manesar,892,2,7,25,2,5.3,0.5,10.5,1,Unfurnished,Apartment,3169000.0
Gurgaon,New Gurgaon,1223,2,8,15,0,6.6,3.9,6.7,1,Semi-Furnished,Builder Floor,8969000.0
Gurgaon,Sohna Road,1359,2,27,30,3,4.2,8.5,8.4,1,Fully Furnished,Apartment,6876000.0
Gurgaon,DLF Phase 1-3,1966,5,30,30,3,7.6,1.4,1.9,0,Unfurnished,Apartment,24517000.0
Gurgaon,Golf Course Road,1948,4,9,10,0,7.6,0.3,6.3,0,Unfurnished,Builder Floor,31814000.0
Gurgaon,New Gurgaon,1010,2,7,40,1,5.7,8.1,8.6,0,Unfurnished,Apartment,4973000.0
Gurgaon,Sector 56-57,631,1,14,25,1,1.7,0.4,6.7,0,Semi-Furnished,Apartment,3637000.0
Gurgaon,New Gurgaon,1073,2,4,5,0,7.5,0.3,19.2,1,Unfurnished,Apartment,7228000.0
Gurgaon,Golf Course Road,2136,5,11,15,12,8.7,1.3,0.5,1,Unfurnished,Villa,35063000.0
Gurgaon,Sohna Road,1808,5,4,10,2,5.2,5.1,9.9,1,Unfurnished,Villa,16259000.0
Gurgaon,Sector 29,1562,3,15,15,2,6.9,3.9,8.1,0,Unfurnished,Apartment,13542000.0
Gurgaon,DLF Phase 1-3,2213,5,2,5,1,6.6,0.5,5.9,1,Unfurnished,Apartment,27204000.0
Gurgaon,Palam Vihar,1065,3,5,5,1,5.0,3.0,10.0,2,Unfurnished,Builder Floor,7811000.0
Gurgaon,Sohna Road,1193,3,1,25,3,5.9,2.5,15.6,1,Unfurnished,Builder Floor,9252000.0
Gurgaon,Palam Vihar,778,2,24,25,4,6.0,0.2,0.5,2,Unfurnished,Builder Floor,6757000.0
Gurgaon,New Gurgaon,1307,3,15,30,1,6.1,5.2,18.2,1,Unfurnished,Apartment,7535000.0
Gurgaon,Sector 29,1547,3,20,25,0,8.3,2.0,7.1,1,Semi-Furnished,Apartment,15813000.0
Gurgaon,New Gurgaon,1392,3,1,25,5,8.0,3.1,12.3,1,Unfurnished,Builder Floor,8398000.0
Gurgaon,Sector 29,1572,3,3,30,11,4.8,17.7,2.5,1,Semi-Furnished,Apartment,11208000.0
Gurgaon,Manesar,749,3,28,40,2,4.0,2.3,14.6,1,Semi-Furnished,Villa,6205000.0
Gurgaon,Sohna Road,922,1,27,40,0,5.4,3.1,11.3,0,Fully Furnished,Builder Floor,8533000.0
Gurgaon,Palam Vihar,996,2,21,25,1,4.7,0.2,10.5,2,Semi-Furnished,Builder Floor,8381000.0
Gurgaon,DLF Phase 1-3,2120,4,8,10,0,5.3,2.6,0.5,0,Unfurnished,Apartment,24720000.0
Gurgaon,Palam Vihar,706,2,23,30,2,1.7,1.4,13.0,2,Fully Furnished,Villa,5933000.0
Gurgaon,DLF Phase 1-3,2093,4,0,5,0,9.8,3.9,9.4,0,Semi-Furnished,Apartment,22695000.0
Gurgaon,Sohna Road,1214,2,1,10,0,6.7,0.4,11.9,1,Unfurnished,Builder Floor,8956000.0
Gurgaon,Sohna Road,1759,3,0,20,9,6.9,0.6,3.1,0,Fully Furnished,Apartment,13755000.0
Gurgaon,Sector 56-57,920,1,5,5,0,1.1,6.9,5.6,0,Unfurnished,Apartment,4142000.0
Gurgaon,Golf Course Road,2631,5,6,25,4,9.7,1.8,0.5,2,Fully Furnished,Apartment,43283000.0
Gurgaon,New Gurgaon,1663,3,3,15,0,6.5,1.1,14.1,1,Fully Furnished,Apartment,11776000.0
Gurgaon,Golf Course Road,2041,5,6,10,2,10.0,0.2,6.9,0,Unfurnished,Apartment,29820000.0
Gurgaon,Sohna Road,1447,3,9,20,13,6.0,4.5,15.4,0,Semi-Furnished,Villa,7850000.0
Gurgaon,DLF Phase 1-3,1462,2,5,25,6,9.3,0.8,0.5,2,Fully Furnished,Builder Floor,22477000.0
Gurgaon,Sohna Road,1004,1,3,5,0,6.6,2.4,10.7,2,Unfurnished,Builder Floor,9601000.0
Gurgaon,Sector 56-57,1219,3,17,20,1,3.5,7.3,12.1,0,Fully Furnished,Apartment,4774000.0
Gurgaon,Sohna Road,1500,3,10,40,7,5.0,6.5,10.3,0,Fully Furnished,Apartment,10211000.0
Gurgaon,Palam Vihar,1161,2,0,10,23,4.2,1.6,16.2,0,Unfurnished,Builder Floor,3541000.0
Gurgaon,Sohna Road,1531,3,3,15,5,6.9,4.0,11.6,0,Semi-Furnished,Apartment,10965000.0
Gurgaon,Sector 56-57,1380,3,10,20,2,3.7,4.1,9.4,1,Semi-Furnished,Apartment,7902000.0
Gurgaon,New Gurgaon,1185,3,2,15,9,3.9,3.1,12.5,2,Unfurnished,Apartment,3855000.0
Gurgaon,DLF Phase 1-3,1968,4,15,25,3,4.5,1.0,6.0,1,Unfurnished,Apartment,21248000.0
Gurgaon,Palam Vihar,530,1,9,15,0,5.4,2.3,15.7,0,Unfurnished,Builder Floor,3212000.0
Gurgaon,DLF Phase 1-3,1929,5,4,10,1,7.6,0.7,5.9,1,Semi-Furnished,Builder Floor,26025000.0
Gurgaon,Sector 56-57,1044,2,15,30,16,5.7,5.0,1.2,0,Semi-Furnished,Apartment,6375000.0
Gurgaon,Sector 56-57,850,1,24,25,9,2.7,1.6,10.4,0,Unfurnished,Apartment,4303000.0
Gurgaon,New Gurgaon,1169,3,14,20,13,6.9,3.4,14.2,1,Semi-Furnished,Apartment,4928000.0
Gurgaon,Palam Vihar,1277,2,3,40,0,2.0,2.7,7.4,0,Unfurnished,Apartment,6515000.0
Gurgaon,Sector 29,1369,4,10,10,5,8.1,0.7,9.6,0,Fully Furnished,Villa,20847000.0
Gurgaon,DLF Phase 1-3,1887,5,20,20,16,7.0,3.7,2.3,1,Semi-Furnished,Apartment,20033000.0
Gurgaon,Sector 29,1437,4,2,5,1,8.3,9.0,4.7,3,Unfurnished,Apartment,11660000.0
Gurgaon,Golf Course Road,2048,4,10,15,2,8.8,1.3,2.2,0,Unfurnished,Apartment,33336000.0
Gurgaon,Sohna Road,1504,4,0,20,11,4.8,1.0,14.0,1,Unfurnished,Builder Floor,9377000.0
Gurgaon,Sector 29,1607,4,3,5,1,7.3,4.0,2.7,3,Unfurnished,Apartment,16581000.0
Gurgaon,Sector 29,1847,3,2,25,0,6.4,1.0,11.8,0,Fully Furnished,Apartment,20938000.0
Gurgaon,Manesar,1363,3,0,5,6,5.3,3.9,17.4,0,Fully Furnished,Apartment,4000000.0
Gurgaon,DLF Phase 1-3,2569,5,20,40,5,9.5,2.4,0.5,0,Semi-Furnished,Apartment,34288000.0
